title,link,citation,summary,resource_title,file_format
Automated assessment of paramagnetic rim lesions in multiple sclerosis patients with 3T and 7T MP2RAGE,https://cibm.ch/wp-content/uploads/abstract_3507-Francesco-La-Rosa.pdf,2,"F La Rosa, G Barquero, O Al-Louzi, B Maréchal… - Proceedings of the 2021 …, 2021 - cibm.ch",cibm.ch,PDF
An integrative classification model for multiple sclerosis lesion detection in multimodal MRI,https://www.intlpress.com/site/pub/pages/journals/items/sii/content/vols/0012/0002/a001/,3,"FZ Zhang, JP Wang, W Jiang - Statistics and its Interface, 2019 - intlpress.com",intlpress.com,PDF
MicroRNA expression classification for pediatric multiple sclerosis identification,https://link.springer.com/article/10.1007/s12652-021-03091-2,15,"G Casalino, G Castellano, A Consiglio… - Journal of Ambient …, 2023 - Springer",springer.com,HTML
Microstructure-weighted connectomics in multiple sclerosis,https://www.liebertpub.com/doi/abs/10.1089/brain.2021.0047,7,"S Bosticardo, S Schiavi, S Schaedelin, PJ Lu… - Brain …, 2022 - liebertpub.com",liebertpub.com,PDF
Neuromorphic neural network for multimodal brain image segmentation and overall survival analysis,https://link.springer.com/chapter/10.1007/978-3-030-11726-9_16,6,"WS Han, IS Han - … : Glioma, Multiple Sclerosis, Stroke and Traumatic …, 2019 - Springer",,
Segmentation of gliomas and prediction of patient overall survival: a simple and fast procedure,https://link.springer.com/chapter/10.1007/978-3-030-11726-9_18,37,"E Puybareau, G Tochon, J Chazalon… - … Glioma, Multiple Sclerosis …, 2019 - Springer",epita.fr,PDF
3D automatic brain tumor segmentation using a multiscale input U-Net network,https://link.springer.com/chapter/10.1007/978-3-030-46643-5_11,9,"S Rosas González, T Birgui Sekou, M Hidane… - … , Multiple Sclerosis …, 2020 - Springer",,
STRUCTURAL BRIAN TISSUE SEGMENTATION USING DEEP LEARNING TECHNIQUES,https://search.proquest.com/openview/8b53eea063d5f0f5499237a7c55f0651/1?pq-origsite=gscholar&cbl=2035897,,"B Arora, P Jadhav - NeuroQuantology, 2022 - search.proquest.com",,
Diagnosis of Multiple Sclerosis using Optical Coherence Tomography Supported by Explainable Artificial Intelligence,https://www.researchsquare.com/article/rs-3168667/latest,1,"E Garcia-Martin, F Dongil-Moreno, M Ortiz, O Ciubotaru… - 2023 - researchsquare.com",researchsquare.com,PDF
Cerberus: A multi-headed network for brain tumor segmentation,https://link.springer.com/chapter/10.1007/978-3-030-72087-2_30,6,"L Daza, C Gómez, P Arbeláez - … , Multiple Sclerosis, Stroke and Traumatic …, 2021 - Springer",,
Multi-threshold attention u-net (mtau) based model for multimodal brain tumor segmentation in mri scans,https://link.springer.com/chapter/10.1007/978-3-030-72087-2_15,20,"N Awasthi, R Pardasani, S Gupta - Brainlesion: Glioma, Multiple Sclerosis …, 2021 - Springer",arxiv.org,PDF
TwoPath U-Net for automatic brain tumor segmentation from multimodal MRI data,https://link.springer.com/chapter/10.1007/978-3-030-72087-2_26,2,"K Kaewrak, J Soraghan, G Di Caterina… - … Glioma, Multiple Sclerosis …, 2021 - Springer",strath.ac.uk,PDF
DeepQSMSeg: a deep learning-based sub-cortical nucleus segmentation tool for quantitative susceptibility mapping,https://ieeexplore.ieee.org/abstract/document/9630449/,4,"Y Guan, X Guan, J Xu, H Wei, X Xu… - 2021 43rd Annual …, 2021 - ieeexplore.ieee.org",,
Image segmentation using deep learning: A survey,https://ieeexplore.ieee.org/abstract/document/9356353/,2514,"S Minaee, Y Boykov, F Porikli, A Plaza… - … and machine …, 2021 - ieeexplore.ieee.org",arxiv.org,PDF
Corpus callosum axon diameter relates to cognitive impairment in multiple sclerosis,https://onlinelibrary.wiley.com/doi/abs/10.1002/acn3.760,42,"SY Huang, Q Fan, N Machado, A Eloyan… - Annals of clinical …, 2019 - Wiley Online Library",wiley.com,PDF
Embracing imperfect datasets: A review of deep learning solutions for medical image segmentation,https://www.sciencedirect.com/science/article/pii/S136184152030058X,665,"N Tajbakhsh, L Jeyaseelan, Q Li, JN Chiang, Z Wu… - Medical Image …, 2020 - Elsevier",arxiv.org,PDF
Fluid and white matter suppression: new sensitive 3 T magnetic resonance imaging contrasts for cortical lesion detection in multiple sclerosis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10184808/,4,"J Müller, F La Rosa, J Beaumont, C Tsagkas… - Investigative …, 2022 - ncbi.nlm.nih.gov",nih.gov,HTML
Brain tumor segmentation using dense channels 2D U-Net and multiple feature extraction network,https://link.springer.com/chapter/10.1007/978-3-030-46640-4_26,20,"W Shi, E Pang, Q Wu, F Lin - … , Multiple Sclerosis, Stroke and Traumatic …, 2020 - Springer",,
A hybrid convolutional neural network based-method for brain tumor classification using mMRI and WSI,https://link.springer.com/chapter/10.1007/978-3-030-72087-2_43,6,"L Pei, WW Hsu, LA Chiang, JM Guo… - … , Multiple Sclerosis …, 2021 - Springer",,
Automatic segmentation of non-perfusion area from fluorescein angiography using deep learning with uncertainty estimation,https://www.sciencedirect.com/science/article/pii/S2352914822001988,3,"K Masayoshi, Y Katada, N Ozawa, M Ibuki… - Informatics in Medicine …, 2022 - Elsevier",sciencedirect.com,HTML
A survey of deep learning techniques for medical diagnosis,https://link.springer.com/chapter/10.1007/978-981-13-7166-0_16,35,"AM Hafiz, GM Bhat - Information and Communication Technology for …, 2020 - Springer",,
q-Space novelty detection with variational autoencoders,https://link.springer.com/chapter/10.1007/978-3-030-52893-5_10,28,"A Vasilev, V Golkov, M Meissner, I Lipp… - … Diffusion MRI: MICCAI …, 2020 - Springer",arxiv.org,PDF
Deep learning in medical imaging,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6945006/,248,"M Kim, J Yun, Y Cho, K Shin, R Jang, H Bae, N Kim - Neurospine, 2019 - ncbi.nlm.nih.gov",nih.gov,HTML
Classification of brain tumors and auto-immune disease using ensemble learning,https://www.sciencedirect.com/science/article/pii/S2352914821000988,29,"ASM Shafi, MB Rahman, T Anwar, RS Halder… - Informatics in Medicine …, 2021 - Elsevier",sciencedirect.com,HTML
χ-Separation imaging for diagnosis of multiple sclerosis versus neuromyelitis optica spectrum disorder,https://pubs.rsna.org/doi/abs/10.1148/radiol.220941,4,"W Kim, HG Shin, H Lee, D Park, J Kang, Y Nam, J Lee… - Radiology, 2022 - pubs.rsna.org",,
Domain adaptive medical image segmentation via adversarial learning of disease-specific spatial patterns,https://arxiv.org/abs/2001.09313,13,"H Li, T Loehr, A Sekuboyina, J Zhang… - arXiv preprint arXiv …, 2020 - arxiv.org",arxiv.org,PDF
Multimodal brain image analysis and survival prediction using neuromorphic attention-based neural networks,https://link.springer.com/chapter/10.1007/978-3-030-72084-1_18,6,"IS Han - … : Glioma, Multiple Sclerosis, Stroke and Traumatic …, 2021 - Springer",,
TuNet: End-to-end hierarchical brain tumor segmentation using cascaded networks,https://link.springer.com/chapter/10.1007/978-3-030-46640-4_17,35,"MH Vu, T Nyholm, T Löfstedt - … , Multiple Sclerosis, Stroke and Traumatic …, 2020 - Springer",arxiv.org,PDF
Automated detection of real-world falls: Modeled from people with multiple sclerosis,https://ieeexplore.ieee.org/abstract/document/9272845/,22,"C Mosquera-Lopez, E Wan, M Shastry… - IEEE journal of …, 2020 - ieeexplore.ieee.org",,
Memory efficient brain tumor segmentation using an autoencoder-regularized u-net,https://link.springer.com/chapter/10.1007/978-3-030-46640-4_37,20,"M Frey, M Nau - … : Glioma, Multiple Sclerosis, Stroke and Traumatic …, 2020 - Springer",arxiv.org,PDF
Reduced brain oxygen metabolism in patients with multiple sclerosis: Evidence from dual-calibrated functional MRI,https://journals.sagepub.com/doi/abs/10.1177/0271678X221121849,6,"HL Chandler, RC Stickland, E Patitucci… - Journal of Cerebral …, 2023 - journals.sagepub.com",cardiff.ac.uk,PDF
Early predictors of clinical and mri outcomes using least absolute shrinkage and selection operator (LASSO) in Multiple sclerosis,https://onlinelibrary.wiley.com/doi/abs/10.1002/ana.26370,11,"G Bose, BC Healy, HA Lokhande… - Annals of …, 2022 - Wiley Online Library",google.com,PDF
MixNet: Multi-modality Mix Network for Brain Segmentation,https://link.springer.com/chapter/10.1007/978-3-030-11723-8_37,2,"L Chen, D Merhof - … : Glioma, Multiple Sclerosis, Stroke and Traumatic …, 2019 - Springer",arxiv.org,PDF
Predicting multiple sclerosis outcomes during the COVID-19 stay-at-home period: Observational study using passively sensed behaviors and digital …,https://mental.jmir.org/2022/8/e38495,6,"P Chikersal, S Venkatesh, K Masown, E Walker… - JMIR Mental …, 2022 - mental.jmir.org",jmir.org,HTML
Optimization of deep learning based brain extraction in mri for low resource environments,https://link.springer.com/chapter/10.1007/978-3-031-08999-2_12,5,"SP Thakur, S Pati, R Panchumarthy, D Karkada… - International MICCAI …, 2021 - Springer",nih.gov,HTML
LOCALIZING MULTIPLE SCLEROSIS LESIONS FROM T2W MRI BY UTILIZING IMAGE HISTOGRAM FEATURES,http://www.jatit.org/volumes/Vol97No17/6Vol97No17.pdf,,"BT AL-HAMADANI - Journal of Theoretical and Applied Information …, 2019 - jatit.org",jatit.org,PDF
Conversion of diffusely abnormal white matter to focal lesions is linked to progression in secondary progressive multiple sclerosis,https://journals.sagepub.com/doi/abs/10.1177/1352458520912172,20,"M Dadar, S Narayanan, DL Arnold… - Multiple Sclerosis …, 2021 - journals.sagepub.com",biorxiv.org,PDF
Segmentation of the multimodal brain tumor images used Res-U-Net,https://link.springer.com/chapter/10.1007/978-3-030-72084-1_24,4,"J Sun, Y Peng, D Li, Y Guo - … , Multiple Sclerosis, Stroke and Traumatic …, 2021 - Springer",,
Predicting new disease activity from deep grey matter on MRI in early multiple sclerosis using random forests and neural networks: feature selection and accounting …,https://open.library.ubc.ca/soa/cIRcle/collections/ubctheses/24/items/1.0402485,,M Tayyab - 2021 - open.library.ubc.ca,ubc.ca,PDF
Recent advanced deep learning architectures for retinal fluid segmentation on optical coherence tomography images,https://www.mdpi.com/1424-8220/22/8/3055,8,"M Lin, G Bao, X Sang, Y Wu - Sensors, 2022 - mdpi.com",mdpi.com,HTML
Multiparameter MRI quantification of microstructural tissue alterations in multiple sclerosis,https://www.sciencedirect.com/science/article/pii/S2213158219302293,63,"E Lommers, J Simon, G Reuter, G Delrue, D Dive… - NeuroImage: Clinical, 2019 - Elsevier",sciencedirect.com,HTML
Regional cerebellar volume loss predicts future disability in multiple sclerosis patients,https://link.springer.com/article/10.1007/s12311-021-01312-0,10,"K Parmar, VS Fonov, Y Naegelin, M Amann, J Wuerfel… - The Cerebellum, 2022 - Springer",springer.com,HTML
The worrisome impact of an inter-rater bias on neural network training,https://arxiv.org/abs/1906.11872,8,"O Shwartzman, H Gazit, I Shelef… - arXiv preprint arXiv …, 2019 - arxiv.org",arxiv.org,PDF
Improving brain tumor segmentation in multi-sequence MR images using cross-sequence MR image generation,https://link.springer.com/chapter/10.1007/978-3-030-46643-5_3,1,"G Zhao, J Zhang, Y Xia - … : Glioma, Multiple Sclerosis, Stroke and Traumatic …, 2020 - Springer",,
Medical image segmentation on mri images with missing modalities: A review,https://arxiv.org/abs/2203.06217,25,"R Azad, N Khosravi, M Dehghanmanshadi… - arXiv preprint arXiv …, 2022 - arxiv.org",arxiv.org,PDF
Convolutional 3D to 2D patch conversion for pixel-wise glioma segmentation in MRI scans,https://link.springer.com/chapter/10.1007/978-3-030-46640-4_1,17,"M Hamghalam, B Lei, T Wang - … , Multiple Sclerosis, Stroke and Traumatic …, 2020 - Springer",arxiv.org,PDF
MRI patterns distinguish AQP4 antibody positive neuromyelitis optica spectrum disorder from multiple sclerosis,https://www.frontiersin.org/articles/10.3389/fneur.2021.722237/full,7,"L Clarke, S Arnett, W Bukhari, E Khalilidehkordi… - Frontiers in …, 2021 - frontiersin.org",frontiersin.org,HTML
Prediction of Multiple Sclerosis Lesion Evolution Patterns in Brain MR Images Using Weekly Time Series Analysis,https://link.springer.com/article/10.1007/s40846-022-00756-x,,"F Jamee, RM Khayati, CRG Guttmann, F Cotton… - Journal of Medical and …, 2022 - Springer",,
A novel segmentation framework for uveal melanoma in magnetic resonance imaging based on class activation maps,http://proceedings.mlr.press/v102/nguyen19a.html,34,"HG Nguyen, A Pica, J Hrbacek… - … with Deep Learning, 2019 - proceedings.mlr.press",mlr.press,PDF
Automated assessment of oral diadochokinesis in multiple sclerosis using a neural network approach: Effect of different syllable repetition paradigms,https://ieeexplore.ieee.org/abstract/document/8846717/,21,"K Rozenstoks, M Novotny… - IEEE Transactions on …, 2019 - ieeexplore.ieee.org",ieee.org,PDF
Segmentation-free estimation of aortic diameters from mri using deep learning,https://link.springer.com/chapter/10.1007/978-3-030-68107-4_17,1,"A Aguerreberry, E de La Rosa, A Lalande… - Statistical Atlases and …, 2021 - Springer",arxiv.org,PDF
Comparison and validation of seven white matter hyperintensities segmentation software in elderly patients,https://www.sciencedirect.com/science/article/pii/S2213158220301947,33,"Q Vanderbecq, E Xu, S Ströer, B Couvy-Duchesne… - NeuroImage: Clinical, 2020 - Elsevier",sciencedirect.com,HTML
Squeeze-and-excitation normalization for brain tumor segmentation,https://link.springer.com/chapter/10.1007/978-3-030-72087-2_32,12,"A Iantsen, V Jaouen, D Visvikis, M Hatt - … : Glioma, Multiple Sclerosis …, 2021 - Springer",,
Subsampled brain MRI reconstruction by generative adversarial neural networks,https://www.sciencedirect.com/science/article/pii/S1361841520301110,70,"R Shaul, I David, O Shitrit, TR Raviv - Medical Image Analysis, 2020 - Elsevier",,
Medical image segmentation and reconstruction of prostate tumor based on 3D AlexNet,https://www.sciencedirect.com/science/article/pii/S0169260720317119,69,"J Chen, Z Wan, J Zhang, W Li, Y Chen, Y Li… - Computer methods and …, 2021 - Elsevier",sciencedirect.com,HTML
Voxel‐Based quantitative MRI reveals spatial patterns of grey matter alteration in multiple sclerosis,https://onlinelibrary.wiley.com/doi/abs/10.1002/hbm.25274,21,"E Lommers, C Guillemin, G Reuter… - Human Brain …, 2021 - Wiley Online Library",wiley.com,PDF
Brain tissue volumes and relaxation rates in multiple sclerosis: implications for cognitive impairment,https://link.springer.com/article/10.1007/s00415-018-9139-6,11,"R Megna, B Alfano, R Lanzillo, T Costabile… - Journal of …, 2019 - Springer",,
Brain lesion segmentation based on joint constraints of low-rank representation and sparse representation,https://www.hindawi.com/journals/cin/2019/9378014/,9,"T Ge, N Mu, T Zhan, Z Chen, W Gao… - Computational Intelligence …, 2019 - hindawi.com",hindawi.com,HTML
A deep-learning model with learnable group convolution and deep supervision for brain tumor segmentation,https://www.hindawi.com/journals/mpe/2021/6661083/,15,"H Liu, Q Li, IC Wang - Mathematical Problems in Engineering, 2021 - hindawi.com",hindawi.com,HTML
Application of deep learning method on ischemic stroke lesion segmentation,https://link.springer.com/article/10.1007/s12204-021-2273-9,19,"Y Zhang, S Liu, C Li, J Wang - Journal of Shanghai Jiaotong University …, 2022 - Springer",,
